,word
720,story
721,bit
722,crime
723,boss
724,dynamic
725,larger
726,life
727,accurate
728,depiction
729,character
730,description
731,sense
732,character
733,personality
734,ability
735,charming
736,charismatic
737,character
738,warrior
739,unafraid
740,mixing
741,attractive
742,athletic
743,outfit
744,reminiscent
745,assassin
746,seen
747,video
748,games
749,weapon
750,fits
751,theme
752,assasins
753,usually
754,tend
755,show
756,faces
757,wear
758,darker
759,clothing
760,shows
761,proper
762,gun
763,assassin
764,use
765,theyre
766,pretty
767,close
768,fits
769,face
770,covering
771,whole
772,everyone
773,sees
774,fire
775,gun
776,thing
777,way
778,top
779,someone
780,hidden
781,secretive
782,costume
783,personality
784,exactly
785,suits
786,following
787,character
788,mentioned
789,characters
790,stance
791,confident
792,appear
793,holsters
794,sheaths
795,character
796,fit
797,description
798,specialize
799,assassination
800,unafraid
801,violenced
802,character
803,ready
804,fight
805,based
806,holding
807,knife
808,appear
809,weapons
810,backc
811,character
812,ready
813,violence
814,based
815,large
816,machine
817,gun
818,back
819,fits
820,descriptiona
821,character
822,little
823,high
824,class
825,appear
826,carrying
827,four
828,guns
829,character
830,dressed
831,way
832,reflects
833,use
834,guns
835,main
836,weapon
837,guns
838,holsters
839,small
840,allow
841,fast
842,use
843,guns
844,time
845,weapons
846,bigger
847,easier
848,notice
849,awesome
850,bit
851,popped
852,matrix
853,neo
854,obvious
855,weapons
856,deadly
857,exemplifies
858,blades
859,assassin
860,huge
861,fan
862,boots
863,rather
864,hard
865,fight
866,stealthy
867,bit
868,covered
869,shadow
870,part
871,hair
872,case
873,bit
874,footwear
875,stand
876,needs
877,athletic
878,agile
879,flat
880,boots
881,fit
882,better
883,heels
884,weapons
885,arent
886,obvious
887,make
888,dangerous
889,based
890,character
891,description
892,logical
893,match
894,character
895,gives
896,vibes
897,care
898,violence
899,moody
900,natural
901,demeanor
902,conveys
903,visual
904,designs
905,done
906,clear
907,winner
908,four
909,bs
910,design
911,fits
912,description
913,perfectly
914,opinion
915,becuse
916,show
917,guns
918,assassin
919,character
920,generic
921,high
922,level
923,soldier
924,ninja
925,jive
926,description
927,black
928,latinas
929,representation
930,characteristic
931,alone
932,unique
933,interesting
934,hair
935,cool
936,different
937,favorite
938,character
939,equipped
940,attitude
941,bearing
942,conveys
943,strength
944,fortitude
945,ability
946,handle
947,crisis
948,athletic
949,capable
950,someone
951,experienced
952,dangerous
953,fits
954,witching
955,part
956,rest
957,description
958,fits
959,comes
960,bewitching
961,represents
962,description
963,cool
964,appearance
965,design
966,cool
967,interested
968,learning
969,badass
970,assassin
971,outfit
972,im
973,sure
974,subtle
975,enough
976,avoid
977,noticed
978,generally
979,assassins
980,sniper
981,still
982,fitting
983,mad
984,scientist
985,outfit
986,little
987,elaborate
988,character
989,looked
990,athletic
991,based
992,keywords
993,charming
994,bewitching
995,personality
996,character
997,pose
998,open
999,engaging
1000,feels
1001,since
1002,actually
1003,see
1004,blades
1005,back
1006,design
1007,fit
1008,wasnt
1009,bad
1010,definitely
1011,far
1012,behind
1013,opinion
1014,arent
1015,lack
1016,personality
1017,opinion
1018,description
1019,matches
1020,art
1021,style
1022,charcter
1023,biggest
1024,factor
1025,cookie
1026,assassin
1027,bewithcing
1028,personaloty
1029,style
1030,fits
1031,descriptions
1032,fill
1033,assassin
1034,portion
1035,personalities
1036,far
1037,stories
1038,course
1039,far
1040,fetched
1041,picked
1042,based
1043,coolness
1044,play
1045,choose
1046,outfit
1047,person
1048,pictured
1049,description
1050,suits
1051,person
1052,choose
1053,better
1054,image
1055,matches
1056,descriptions
1057,given
1058,text
1059,attractive
1060,per
1061,image
1062,description
1063,given
1064,context
1065,reflect
1066,person
1067,image
1068,last
1069,gives
1070,person
1071,photo
1072,high
1073,level
1074,description
1075,appealing
1076,reader
1077,going
1078,character
1079,description
1080,cookie
1081,controller
1082,black
1083,swan
1084,market
1085,feels
1086,powerful
1087,characters
1088,owns
1089,part
1090,world
1091,confidence
1092,dare
1093,touch
1094,charm
1095,side
1096,definitely
1097,gives
1098,power
1099,broker
1100,vibe
1101,give
1102,wide
1103,berth
1104,dealing
1105,within
1106,terms
1107,assassin
1108,part
1109,bio
1110,assassin
1111,job
1112,time
1113,potentially
1114,charm
1115,getting
1116,way
1117,feels
1118,serious
1119,assassin
1120,cookies
1121,descriptioni
1122,fits
1123,outfit
1124,neither
1125,screams
1126,powerful
1127,assassin
1128,potentially
1129,might
1130,TRUE
1131,person
1132,behind
1133,power
1134,choose
1135,graphic
1136,design
1137,character
1138,visually
1139,attractive
1140,creative
1141,compared
1142,last
1143,place
1144,easy
1145,description
1146,character
1147,say
1148,sexy
1149,term
1150,bewitching
1151,version
1152,character
1153,sex
1154,appeal
1155,character
1156,cold
1157,blooded
1158,character
1159,place
1160,character
1161,quite
1162,either
1163,lab
1164,rat
1165,type
1166,character
1167,coat
1168,inspired
1169,lab
1170,coat
1171,place
1172,gets
1173,perfectly
1174,character
1175,bad
1176,ass
1177,cold
1178,blooded
1179,killer
1180,latin
1181,american
1182,stereotypical
1183,going
1184,earrings
1185,appearance
1186,fierce
1187,outfit
1188,weapons
1189,latin
1190,american
1191,set
1192,weapons
1193,though
1194,pass
1195,latin
1196,american
1197,wish
1198,weapons
1199,shown
1200,latin
1201,american
1202,face
1203,covered
1204,since
1205,fearless
1206,bio
1207,someone
1208,sportier
1209,together
1210,slim
1211,side
1212,posture
1213,fits
1214,confidence
1215,displayed
1216,description
1217,better
1218,others
1219,others
1220,fitting
1221,badass
1222,outfit
1223,description
1224,definitely
1225,aligns
1226,hair
1227,body
1228,sexy
1229,skin
1230,tone
1231,character
1232,matches
1233,ethnicity
1234,stated
1235,realistic
1236,top
1237,design
1238,fast
1239,lethal
1240,assassin
1241,least
1242,somewhat
1243,assassin
1244,lacks
1245,stylized
1246,hair
1247,fits
1248,better
1249,bs
1250,portrayal
1251,someone
1252,armed
1253,guns
1254,poor
1255,assassin
1256,otherwise
1257,design
1258,bland
1259,ugly
1260,especially
1261,shiny
1262,coat
1263,sticks
1264,least
1265,favorite
1266,character
1267,heavy
1268,slow
1269,gunner
1270,large
1271,gun
1272,enough
1273,fast
1274,assassin
1275,appears
1276,carrying
1277,menacing
1278,weapon
1279,even
1280,appear
1281,small
1282,weapons
1283,female
1284,character
1285,appealing
1286,powerful
1287,full
1288,colorful
1289,face
1290,unobstructed
1291,shes
1292,latin
1293,america
1294,similar
1295,qualities
1296,neutral
1297,clothing
1298,color
1299,scheme
1300,interesting
1301,ok
1302,hair
1303,style
1304,european
1305,doesnt
1306,fits
1307,profile
1308,mask
1309,annoys
1310,picture
1311,fits
1312,character
1313,sort
1314,ok
1315,settler
1316,fremen
1317,dune
1318,assassin
1319,spends
1320,time
1321,hair
1322,guns
1323,clothed
1324,fancy
1325,pretty
1326,clothes
1327,practical
1328,deadly
1329,appearance
1330,conveys
1331,character
1332,mysterious
1333,appearing
1334,threatening
1335,poses
1336,characters
1337,clothes
1338,fit
1339,menacing
1340,image
1341,terms
1342,design
1343,fitting
1344,description
1345,athletic
1346,assassin
1347,color
1348,outfit
1349,says
1350,stealthy
1351,isnt
1352,worried
1353,getting
1354,fight
1355,athletic
1356,altered
1357,give
1358,abilities
1359,enhanced
1360,eye
1361,scouter
1362,thing
1363,help
1364,assess
1365,situations
1366,assassinate
1367,cocky
1368,unafraid
1369,yet
1370,able
1371,turn
1372,bewitch
1373,outfit
1374,flow
1375,works
1376,parts
1377,fit
1378,charming
1379,moody
1380,unafraid
1381,violence
1382,strike
1383,athletic
1384,fast
1385,last
1386,solider
1387,opposed
1388,speedy
1389,athletic
1390,assassination
1391,specialist
1392,ranked
1393,designs
1394,character
1395,cookie
1396,style
1397,followed
1398,design
1399,finally
1400,image
1401,flowing
1402,hair
1403,assassin
1404,image
1405,represents
1406,bad
1407,tough
1408,intricacies
1409,outfit
1410,alright
1411,pretty
1412,see
1413,hairstyle
1414,top
1415,pick
1416,matches
1417,description
1418,especially
1419,name
1420,cant
1421,tough
1422,based
1423,appearance
1424,name
1425,ethnicity
1426,match
1427,character
1428,design
1429,perfectly
1430,see
1431,guns
1432,holding
1433,blade
1434,hand
1435,stated
1436,description
1437,shows
1438,ready
1439,violence
1440,assassin
1441,weapons
1442,carrying
1443,rest
1444,weapons
1445,character
1446,fits
1447,description
1448,side
1449,jacket
1450,characters
1451,bio
1452,air
1453,genuine
1454,intellect
1455,witty
1456,going
1457,personality
1458,characteristics
1459,intelligent
1460,disciplined
1461,character
1462,sophisticated
1463,classy
1464,wise
1465,character
1466,jacket
1467,robe
1468,something
1469,interesting
1470,clothing
1471,doctor
1472,product
1473,pictures
1474,fit
1475,description
1476,side
1477,beautiful
1478,attractive
1479,person
1480,looking
1481,smart
1482,encourage
1483,hope
1484,person
1485,cute
1486,picture
1487,product
1488,pictures
1489,fit
1490,description
1491,side
1492,beautiful
1493,attractive
1494,person
1495,looking
1496,smart
1497,encourage
1498,hope
1499,person
1500,gray
1501,suit
1502,adds
1503,bit
1504,description
1505,periodescription
1506,sad
1507,clearly
1508,see
1509,scar
1510,picture
1511,red
1512,dress
1513,done
1514,though
1515,exudes
1516,leadership
1517,face
1518,tells
1519,strong
1520,background
1521,story
1522,strong
1523,doctor
1524,vibe
1525,feels
1526,rich
1527,socialite
1528,politician
1529,outfit
1530,reminds
1531,strong
1532,powerful
1533,independent
1534,woman
1535,works
1536,politics
1537,humans
1538,right
1539,champion
1540,clothing
1541,attributes
1542,appearance
1543,wants
1544,support
1545,description
1546,pretty
1547,crazy
1548,husband
1549,donate
1550,eye
1551,since
1552,appears
1553,another
1554,half
1555,face
1556,injured
1557,three
1558,eyes
1559,anyway
1560,stately
1561,doctor
1562,theme
1563,doesnt
1564,description
1565,bathrobe
1566,looking
1567,casual
1568,strong
1569,personality
1570,character
1571,equality
1572,human
1573,rights
1574,something
1575,lab
1576,coat
1577,wearing
1578,glasses
1579,scream
1580,professor
1581,teacher
1582,fits
1583,perfect
1584,theme
1585,image
1586,depicts
1587,dressed
1588,way
1589,strong
1590,couragious
1591,person
1592,character
1593,professional
1594,jacket
1595,angle
1596,character
1597,face
1598,trying
1599,focus
1600,scar
1601,color
1602,coat
1603,pleasant
1604,someone
1605,leadera
1606,posture
1607,appearance
1608,confident
1609,serious
1610,clothing
1611,positive
1612,leaderb
1613,coat
1614,person
1615,wealth
1616,however
1617,stance
1618,confident
1619,interested
1620,closely
1621,matches
1622,character
1623,description
1624,theres
1625,sense
1626,struggle
1627,characters
1628,demeanor
1629,things
1630,designed
1631,capable
1632,displaying
1633,necessary
1634,emotion
1635,honestly
1636,chose
1637,picture
1638,kind
1639,creep
1640,strange
1641,arms
1642,cut
1643,way
1644,realize
1645,angled
1646,fit
1647,description
1648,three
1649,captures
1650,description
1651,saying
1652,especially
1653,seeing
1654,different
1655,eye
1656,color
1657,attire
1658,description
1659,grey
1660,long
1661,coat
1662,compliments
1663,story
1664,fits
1665,description
1666,leader
1667,fits
1668,description
1669,generic
1670,figure
1671,dr
1672,accomplished
1673,steady
1674,definitely
1675,savvy
1676,leader
1677,special
1678,eye
1679,prominent
1680,important
1681,since
1682,critical
1683,part
1684,story
1685,fitting
1686,regent
1687,university
1688,normal
1689,housewife
1690,terrible
1691,scarring
1692,opposite
1693,side
1694,description
1695,accurately
1696,depicts
1697,scarring
1698,around
1699,left
1700,eye
1701,injury
1702,require
1703,eye
1704,transplant
1705,however
1706,none
1707,images
1708,depict
1709,burn
1710,scarring
1711,covering
1712,half
1713,face
1714,face
1715,lab
1716,coat
1717,gives
1718,credibility
1719,character
1720,bit
1721,younger
1722,attractive
1723,others
1724,description
1725,attractive
1726,picture
1727,definitely
1728,firm
1729,steady
1730,probably
1731,beautiful
1732,woman
1733,younger
1734,choose
1735,attractive
1736,evaluating
1737,peoples
1738,facial
1739,expressions
1740,however
1741,th
1742,match
1743,woman
1744,sadness
1745,someone
1746,lost
1747,husband
1748,top
1749,character
1750,appearance
1751,bearing
1752,attitude
1753,fits
1754,description
1755,perfectly
1756,based
1757,appearance
1758,attitude
1759,dress
1760,unique
1761,interesting
1762,character
1763,design
1764,character
1765,fits
1766,description
1767,want
1768,learn
1769,pretty
1770,close
1771,matching
1772,description
1773,aged
1774,wise
1775,leader
1776,whole
1777,im
1778,tired
1779,dealing
1780,stupid
1781,outfit
1782,better
1783,firm
1784,steady
1785,leader
1786,choose
1787,garish
1788,color
1789,go
1790,muted
1791,design
1792,somewhat
1793,shows
1794,description
1795,left
1796,eye
1797,lovers
1798,kind
1799,hide
1800,glasses
1801,touch
1802,outfit
1803,feels
1804,scientist
1805,leaderc
1806,definitely
1807,elements
1808,description
1809,align
1810,expect
1811,outfit
1812,bit
1813,bland
1814,white
1815,contrast
1816,blue
1817,thought
1818,character
1819,looked
1820,champion
1821,equal
1822,rights
1823,red
1824,pops
1825,white
1826,coat
1827,doctor
1828,cost
1829,color
1830,woman
1831,drive
1832,mrs
1833,gold
1834,trying
1835,scar
1836,face
1837,show
1838,needs
1839,eye
1840,upper
1841,class
1842,professional
1843,outfit
1844,fitting
1845,truthfully
1846,none
1847,jumped
1848,concept
1849,pieces
1850,seemed
1851,pretty
1852,bland
1853,lacked
1854,bit
1855,personality
1856,felt
1857,slight
1858,edge
1859,since
1860,looked
1861,plays
1862,description
1863,little
1864,bit
1865,better
1866,tied
1867,last
1868,wouldnt
1869,consider
1870,choose
1871,almost
1872,full
1873,picture
1874,person
1875,description
1876,allows
1877,fit
1878,words
1879,person
1880,per
1881,picture
1882,shown
1883,choose
1884,greater
1885,data
1886,person
1887,image
1888,person
1889,shown
1890,measure
1891,able
1892,attach
1893,attributes
1894,person
1895,face
1896,person
1897,last
1898,detailed
1899,information
1900,person
1901,image
1902,person
1903,fully
1904,given
1905,able
1906,attach
1907,given
1908,information
1909,face
1910,person
1911,others
1912,basis
1913,design
1914,art
1915,style
1916,character
1917,descriptions
1918,writing
1919,every
1920,pulls
1921,reader
1922,hard
1923,choose
1924,chose
1925,art
1926,style
1927,deciding
1928,factor
1929,since
1930,descriptions
1931,already
1932,including
1933,image
1934,backstory
1935,wins
1936,image
1937,bad
1938,stoey
1939,choose
1940,character
1941,unique
1942,description
1943,appealing
1944,compared
1945,last
1946,place
1947,picture
1948,tough
1949,old
1950,lady
1951,business
1952,skills
1953,version
1954,character
1955,reminds
1956,doctor
1957,business
1958,person
1959,mostly
1960,lab
1961,coat
1962,place
1963,gets
1964,right
1965,clothing
1966,facial
1967,expression
1968,old
1969,lady
1970,creepy
1971,left
1972,eye
1973,clothing
1974,business
1975,professional
1976,attractive
1977,soft
1978,face
1979,caring
1980,demeanor
1981,demeanor
1982,fit
1983,age
1984,showing
1985,picture
1986,attractive
1987,glasses
1988,throw
1989,approachable
1990,doctor
1991,picture
1992,tad
1993,bit
1994,young
1995,trusting
1996,way
1997,character
1998,unique
1999,rest
2000,due
2001,typical
2002,looking
2003,older
2004,woman
2005,better
2006,embody
2007,description
2008,wise
2009,portray
2010,stability
2011,characteristics
2012,associate
2013,young
2014,wise
2015,calm
2016,demeanor
2017,thin
2018,realistic
2019,character
2020,believable
2021,engaging
2022,suit
2023,character
2024,firm
2025,steady
2026,leader
2027,described
2028,tough
2029,history
2030,outfit
2031,make
2032,sense
2033,face
2034,earrings
2035,make
2036,character
2037,fit
2038,female
2039,hugh
2040,heffner
2041,fits
2042,disheveled
2043,scientist
2044,strong
2045,leader
2046,outfit
2047,important
2048,face
2049,face
2050,someone
2051,burned
2052,untouched
2053,least
2054,little
2055,bit
2056,seasoned
2057,formally
2058,dressed
2059,since
2060,shes
2061,leader
2062,regal
2063,wearing
2064,red
2065,image
2066,bio
2067,appealing
2068,compliment
2069,wording
2070,matches
2071,expect
2072,woman
2073,picture
2074,minister
2075,gold
2076,better
2077,complex
2078,individual
2079,representation
2080,better
2081,fit
2082,unique
2083,personality
2084,better
2085,coat
2086,elements
2087,match
2088,type
2089,character
2090,design
2091,meshes
2092,description
2093,given
2094,fits
2095,somewhat
2096,fun
2097,happy
2098,hes
2099,holding
2100,drink
2101,embodies
2102,smart
2103,likes
2104,time
2105,description
2106,mentioned
2107,fool
2108,basing
2109,breaking
2110,bad
2111,guy
2112,kind
2113,funny
2114,find
2115,sports
2116,close
2117,expect
2118,smile
2119,characters
2120,face
2121,says
2122,someone
2123,going
2124,laugh
2125,goofy
2126,tell
2127,jokes
2128,matches
2129,something
2130,looking
2131,character
2132,realistic
2133,approachable
2134,fitting
2135,based
2136,description
2137,supposed
2138,guy
2139,thinks
2140,hes
2141,playboy
2142,shows
2143,dresses
2144,chose
2145,knew
2146,dudes
2147,back
2148,day
2149,elegant
2150,outfit
2151,cthis
2152,modern
2153,simple
2154,outlook
2155,shabby
2156,cool
2157,thug
2158,gangster
2159,choose
2160,outlook
2161,story
2162,character
2163,unique
2164,creative
2165,compared
2166,outfit
2167,necklaces
2168,shoes
2169,jacket
2170,tattoos
2171,okay
2172,exactly
2173,picture
2174,head
2175,fun
2176,guy
2177,hang
2178,hes
2179,hiding
2180,gun
2181,going
2182,break
2183,legs
2184,find
2185,authentic
2186,eyecatching
2187,top
2188,pick
2189,works
2190,modern
2191,drug
2192,dealing
2193,gangster
2194,baggy
2195,clothing
2196,hes
2197,likely
2198,conceal
2199,weapons
2200,outfit
2201,outfit
2202,character
2203,fashionable
2204,description
2205,horrible
2206,though
2207,drug
2208,dealers
2209,personally
2210,know
2211,try
2212,life
2213,high
2214,flashy
2215,life
2216,keep
2217,mixed
2218,company
2219,set
2220,failure
2221,description
2222,least
2223,fits
2224,imagine
2225,person
2226,close
2227,extravagant
2228,outfit
2229,sells
2230,outfit
2231,description
2232,sounding
2233,wearing
2234,super
2235,bright
2236,colors
2237,doesnt
2238,realistic
2239,confident
2240,clothes
2241,fit
2242,honest
2243,conspicuous
2244,better
2245,green
2246,still
2247,opinion
2248,feels
2249,interesting
2250,likeable
2251,rather
2252,mediocre
2253,three
2254,similar
2255,drug
2256,dealers
2257,description
2258,detailed
2259,understands
2260,gamer
2261,easily
2262,simple
2263,language
2264,theme
2265,based
2266,drug
2267,dealers
2268,costume
2269,looking
2270,appealing
2271,chose
2272,guy
2273,fits
2274,stereotype
2275,drug
2276,dealer
2277,creativity
2278,fun
2279,still
2280,drug
2281,dealer
2282,fitting
2283,character
2284,matching
2285,outfit
2286,inline
2287,persona
2288,exudes
2289,wealthy
2290,drugdealer
2291,similar
2292,vein
2293,although
2294,nonmatching
2295,jacket
2296,persona
2297,little
2298,powerful
2299,outfit
2300,unkempt
2301,puttogether
2302,lead
2303,believe
2304,money
2305,nondescript
2306,shoes
2307,cannot
2308,identify
2309,gangthemed
2310,mobile
2311,game
2312,styles
2313,drug
2314,dealer
2315,based
2316,description
2317,fits
2318,style
2319,elements
2320,attract
2321,cool
2322,character
2323,profiles
2324,colorful
2325,jacket
2326,hair
2327,style
2328,video
2329,game
2330,style
2331,dealer
2332,based
2333,description
2334,likes
2335,enjoy
2336,strip
2337,club
2338,smart
2339,sense
2340,humor
2341,based
2342,outfit
2343,fact
2344,drink
2345,hand
2346,shows
2347,likes
2348,fun
2349,normal
2350,guy
2351,character
2352,want
2353,timeless
2354,figure
2355,tougher
2356,drug
2357,dealer
2358,since
2359,camo
2360,clothing
2361,jacket
2362,money
2363,fits
2364,drug
2365,dealer
2366,nerdy
2367,kid
2368,trying
2369,cool
2370,ranked
2371,based
2372,preferences
2373,outfits
2374,looked
2375,character
2376,described
2377,background
2378,information
2379,character
2380,comic
2381,relief
2382,scary
2383,drug
2384,dealer
2385,silliest
2386,goofiest
2387,stick
2388,jonah
2389,hill
2390,type
2391,description
2392,followed
2393,laid
2394,back
2395,drug
2396,dealer
2397,might
2398,real
2399,stuff
2400,fun
2401,talk
2402,fun
2403,sometimes
2404,serious
2405,still
2406,work
2407,undercover
2408,cop
2409,fun
2410,looking
2411,face
2412,ranking
2413,friendliest
2414,yet
2415,sleazy
2416,time
2417,looked
2418,crazy
2419,doesnt
2420,care
2421,attitude
2422,felt
2423,fit
2424,description
2425,cs
2426,facial
2427,expression
2428,gave
2429,intelligence
2430,versus
2431,fits
2432,person
2433,smart
2434,description
2435,hes
2436,ready
2437,try
2438,new
2439,exciting
2440,things
2441,strip
2442,club
2443,id
2444,assume
2445,hes
2446,adventurous
2447,clothing
2448,lime
2449,green
2450,fits
2451,plus
2452,smartest
2453,goofy
2454,thug
2455,follows
2456,footsteps
2457,intimidating
2458,ranked
2459,intimidating
2460,looked
2461,doesnt
2462,intimidating
2463,turn
2464,moment
2465,laid
2466,back
2467,general
2468,expierence
2469,fuller
2470,personality
2471,character
2472,biggest
